abstain_precision,abstain_rate,abstain_recall,accuracy_when_gold_present,answer_acc_given_gold_selected,cite_f1,decomposition_line,drop_rate,entailment,exact_acc,gold_missing_rate,gold_present_rate,gold_support_selected_rate,mtime,pattern,rows,run_dir,run_name,selected_note_rate,selected_wrong_update_rate,selection_rate,spoof_accept_rate,state_integrity_rate,support_consistency_rate,value_acc,value_acc_when_gold_selected,value_is_substring_of_selected_line_rate,wrong_update_rate
1.0,0.7692307692307693,1.0,0.6666666666666666,1.0,0.16666666666666666,0.2500 -> 0.6667 -> 0.6667 -> 0.1667,0.4375,1.0,0.16666666666666666,0.7692307692307693,0.25,0.6666666666666666,1767420433.8799353,tfidf_kv_commentary_k4,3,runs\tfidf_kv_commentary_k4_s3q16,tfidf_kv_commentary_k4_s3q16,0.0,,0.6666666666666666,1.0,,1.0,0.16666666666666666,1.0,1.0,0.0
,,,1.0,,0.041666666666666664,0.0417 -> 1.0000 -> 1.0000 -> 0.0417,0.0,1.0,0.041666666666666664,,0.041666666666666664,,1767230088.326758,tfidf_kv,3,runs\tfidf_kv_s3q16,tfidf_kv_s3q16,,,1.0,,,,0.041666666666666664,,,
,,,,,,,,,,,,,1768543052.892226,ui_same_label_wall_latest,6,runs\ui_same_label_wall_latest,ui_same_label_wall_latest,,,,,,,,,,
,0.0,,0.8333333333333334,1.0,0.8333333333333334,1.0000 -> 0.8333 -> 0.8333 -> 0.8333,0.0,1.0,0.8333333333333334,0.0,1.0,0.8333333333333334,1767398425.7128935,update_burst_default_tielatest_k8_rate0.40,5,runs\update_burst_default_tielatest_k8_rate0.40_s5q24,update_burst_default_tielatest_k8_rate0.40_s5q24,0.0,1.0,0.8333333333333334,0.825,,1.0,0.8333333333333334,1.0,1.0,0.16666666666666666
,0.0,,0.0625,0.06060606060606061,0.6875,1.0000 -> 0.6875 -> 0.0625 -> 0.0625,0.0,0.10416666666666667,0.041666666666666664,0.0,1.0,0.6875,1767424987.9900959,update_burst_full_linear_copy0_k8_rate0.40,3,runs\update_burst_full_linear_copy0_k8_rate0.40_s3q16,update_burst_full_linear_copy0_k8_rate0.40_s3q16,0.0,1.0,0.6875,0.0,,1.0,0.0625,0.06060606060606061,,0.3125
,0.0,,0.0625,0.0,0.25,1.0000 -> 0.2500 -> 0.0625 -> 0.0625,0.0,0.041666666666666664,0.0,0.0,1.0,0.25,1767424988.8810797,update_burst_full_linear_copy1_k8_rate0.40,3,runs\update_burst_full_linear_copy1_k8_rate0.40_s3q16,update_burst_full_linear_copy1_k8_rate0.40_s3q16,0.0,1.0,0.25,0.0,,1.0,0.0625,0.0,,0.75
,0.0,,0.041666666666666664,0.04,0.5208333333333334,1.0000 -> 0.5208 -> 0.0417 -> 0.0417,0.0,0.020833333333333332,0.020833333333333332,0.0,1.0,0.5208333333333334,1767426071.9846249,update_burst_full_linear_detanswer_k8_rate0.25,3,runs\update_burst_full_linear_detanswer_k8_rate0.25_s3q16,update_burst_full_linear_detanswer_k8_rate0.25_s3q16,0.0,1.0,0.5208333333333334,0.0,,1.0,0.041666666666666664,0.04,,0.4791666666666667
,0.0,,0.9166666666666666,1.0,0.9166666666666666,1.0000 -> 0.9167 -> 0.9167 -> 0.9167,0.0,1.0,0.9166666666666666,0.0,1.0,0.9166666666666666,1767428481.1356251,update_burst_full_linear_detanswer_k8_rate0.25_s3q16_clean,3,runs\update_burst_full_linear_detanswer_k8_rate0.25_s3q16_clean,update_burst_full_linear_detanswer_k8_rate0.25_s3q16_clean,0.0,1.0,0.9166666666666666,0.0,,1.0,0.9166666666666666,1.0,1.0,0.08333333333333333
,0.0,,0.08333333333333333,0.14285714285714285,0.2916666666666667,1.0000 -> 0.2917 -> 0.0833 -> 0.0833,0.0,0.041666666666666664,0.041666666666666664,0.0,1.0,0.2916666666666667,1767426073.8157566,update_burst_full_linear_detanswer_k8_rate0.35,3,runs\update_burst_full_linear_detanswer_k8_rate0.35_s3q16,update_burst_full_linear_detanswer_k8_rate0.35_s3q16,0.0,1.0,0.2916666666666667,0.0,,1.0,0.08333333333333333,0.14285714285714285,,0.7083333333333334
,0.0,,0.875,1.0,0.875,1.0000 -> 0.8750 -> 0.8750 -> 0.8750,0.0,1.0,0.875,0.0,1.0,0.875,1767428482.9870353,update_burst_full_linear_detanswer_k8_rate0.35_s3q16_clean,3,runs\update_burst_full_linear_detanswer_k8_rate0.35_s3q16_clean,update_burst_full_linear_detanswer_k8_rate0.35_s3q16_clean,0.0,1.0,0.875,0.0,,1.0,0.875,1.0,1.0,0.125
,0.0,,0.041666666666666664,0.029411764705882353,0.7083333333333334,1.0000 -> 0.7083 -> 0.0417 -> 0.0417,0.0,0.020833333333333332,0.020833333333333332,0.0,1.0,0.7083333333333334,1767425700.3418653,update_burst_full_linear_k8_rate0.25,3,runs\update_burst_full_linear_k8_rate0.25_s3q16,update_burst_full_linear_k8_rate0.25_s3q16,0.0,1.0,0.7083333333333334,0.0,,1.0,0.041666666666666664,0.029411764705882353,,0.2916666666666667
,0.0,,0.14583333333333334,0.16666666666666666,0.625,1.0000 -> 0.6250 -> 0.1458 -> 0.1458,0.0,0.10416666666666667,0.10416666666666667,0.0,1.0,0.625,1767425557.1314807,update_burst_full_linear_k8_rate0.30,3,runs\update_burst_full_linear_k8_rate0.30_s3q16,update_burst_full_linear_k8_rate0.30_s3q16,0.0,1.0,0.625,0.0,,1.0,0.14583333333333334,0.16666666666666666,,0.375
,0.0,,0.08333333333333333,0.09375,0.6666666666666666,1.0000 -> 0.6667 -> 0.0833 -> 0.0833,0.0,0.0625,0.0625,0.0,1.0,0.6666666666666666,1767425701.9936085,update_burst_full_linear_k8_rate0.35,3,runs\update_burst_full_linear_k8_rate0.35_s3q16,update_burst_full_linear_k8_rate0.35_s3q16,0.0,1.0,0.6666666666666666,0.0,,1.0,0.08333333333333333,0.09375,,0.3333333333333333
,0.0,,0.125,0.15,0.4166666666666667,1.0000 -> 0.4167 -> 0.1250 -> 0.1250,0.0,0.0625,0.0625,0.0,1.0,0.4166666666666667,1767425204.7553914,update_burst_full_linear_tie_k8_rate0.40,3,runs\update_burst_full_linear_tie_k8_rate0.40_s3q16,update_burst_full_linear_tie_k8_rate0.40_s3q16,0.0,1.0,0.4166666666666667,0.0,,1.0,0.125,0.15,,0.5833333333333334
,0.0,,0.125,0.14285714285714285,0.4375,1.0000 -> 0.4375 -> 0.1250 -> 0.1250,0.0,0.08333333333333333,0.0625,0.0,1.0,0.4375,1767425396.9795134,update_burst_full_prefer_update_latest_copy1_k8_rate0.40,3,runs\update_burst_full_prefer_update_latest_copy1_k8_rate0.40_s3q16,update_burst_full_prefer_update_latest_copy1_k8_rate0.40_s3q16,0.0,1.0,0.4375,0.0625,,1.0,0.125,0.14285714285714285,,0.5625
,0.0,,0.041666666666666664,0.08333333333333333,0.5,1.0000 -> 0.5000 -> 0.0417 -> 0.0417,0.0,0.0625,0.041666666666666664,0.0,1.0,0.5,1767426072.9427743,update_burst_full_prefer_update_latest_detanswer_k8_rate0.25,3,runs\update_burst_full_prefer_update_latest_detanswer_k8_rate0.25_s3q16,update_burst_full_prefer_update_latest_detanswer_k8_rate0.25_s3q16,0.0,1.0,0.5,0.0,,1.0,0.041666666666666664,0.08333333333333333,,0.5
,0.0,,1.0,1.0,1.0,1.0000 -> 1.0000 -> 1.0000 -> 1.0000,0.0,1.0,1.0,0.0,1.0,1.0,1767428484.8453176,update_burst_full_prefer_update_latest_detanswer_k8_rate0.25_s3q16_clean,3,runs\update_burst_full_prefer_update_latest_detanswer_k8_rate0.25_s3q16_clean,update_burst_full_prefer_update_latest_detanswer_k8_rate0.25_s3q16_clean,0.0,,1.0,0.0,,1.0,1.0,1.0,1.0,0.0
,0.0,,0.08333333333333333,0.0,0.4375,1.0000 -> 0.4375 -> 0.0833 -> 0.0833,0.0,0.0,0.0,0.0,1.0,0.4375,1767426074.6233234,update_burst_full_prefer_update_latest_detanswer_k8_rate0.35,3,runs\update_burst_full_prefer_update_latest_detanswer_k8_rate0.35_s3q16,update_burst_full_prefer_update_latest_detanswer_k8_rate0.35_s3q16,0.0,1.0,0.4375,0.0,,1.0,0.08333333333333333,0.0,,0.5625
,0.0,,1.0,1.0,1.0,1.0000 -> 1.0000 -> 1.0000 -> 1.0000,0.0,1.0,1.0,0.0,1.0,1.0,1767428486.6586163,update_burst_full_prefer_update_latest_detanswer_k8_rate0.35_s3q16_clean,3,runs\update_burst_full_prefer_update_latest_detanswer_k8_rate0.35_s3q16_clean,update_burst_full_prefer_update_latest_detanswer_k8_rate0.35_s3q16_clean,0.0,,1.0,0.0,,1.0,1.0,1.0,1.0,0.0
,0.0,,0.041666666666666664,0.06666666666666667,0.625,1.0000 -> 0.6250 -> 0.0417 -> 0.0417,0.0,0.041666666666666664,0.041666666666666664,0.0,1.0,0.625,1767425701.1998487,update_burst_full_prefer_update_latest_k8_rate0.25,3,runs\update_burst_full_prefer_update_latest_k8_rate0.25_s3q16,update_burst_full_prefer_update_latest_k8_rate0.25_s3q16,0.0,1.0,0.625,0.0,,1.0,0.041666666666666664,0.06666666666666667,,0.375
,0.0,,0.14583333333333334,0.08333333333333333,0.5,1.0000 -> 0.5000 -> 0.1458 -> 0.1458,0.0,0.08333333333333333,0.041666666666666664,0.0,1.0,0.5,1767425558.089031,update_burst_full_prefer_update_latest_k8_rate0.30,3,runs\update_burst_full_prefer_update_latest_k8_rate0.30_s3q16,update_burst_full_prefer_update_latest_k8_rate0.30_s3q16,0.0,1.0,0.5,0.0,,1.0,0.14583333333333334,0.08333333333333333,,0.5
,0.0,,0.08333333333333333,0.08333333333333333,0.5,1.0000 -> 0.5000 -> 0.0833 -> 0.0833,0.0,0.0625,0.041666666666666664,0.0,1.0,0.5,1767425702.8005898,update_burst_full_prefer_update_latest_k8_rate0.35,3,runs\update_burst_full_prefer_update_latest_k8_rate0.35_s3q16,update_burst_full_prefer_update_latest_k8_rate0.35_s3q16,0.0,1.0,0.5,0.0,,1.0,0.08333333333333333,0.08333333333333333,,0.5
,0.0,,0.125,0.06666666666666667,0.625,1.0000 -> 0.6250 -> 0.1250 -> 0.1250,0.0,0.0625,0.041666666666666664,0.0,1.0,0.625,1767425339.4354763,update_burst_full_prefer_update_latest_k8_rate0.40,3,runs\update_burst_full_prefer_update_latest_k8_rate0.40_s3q16,update_burst_full_prefer_update_latest_k8_rate0.40_s3q16,0.0,1.0,0.625,0.0,,1.0,0.125,0.06666666666666667,,0.375
1.0,0.7719298245614035,1.0,0.6923076923076923,1.0,0.08333333333333333,0.2708 -> 0.3077 -> 0.6923 -> 0.1875,0.6875,1.0,0.08333333333333333,0.7719298245614035,0.2708333333333333,0.3076923076923077,1767421754.5674171,update_burst_lateststep_k8_rate0.50,3,runs\update_burst_lateststep_k8_rate0.50_s3q16,update_burst_lateststep_k8_rate0.50_s3q16,0.0,,0.3076923076923077,0.75,,1.0,0.1875,1.0,1.0,0.0
,0.0,,0.8916666666666667,1.0,0.8916666666666666,1.0000 -> 0.8917 -> 0.8917 -> 0.8917,0.0,1.0,0.8916666666666666,0.0,1.0,0.8916666666666667,1767410158.496928,update_burst_linear_baseline_k8_rate0.35,5,runs\update_burst_linear_baseline_k8_rate0.35_s5q24,update_burst_linear_baseline_k8_rate0.35_s5q24,0.0,1.0,0.8916666666666667,0.7416666666666667,,1.0,0.8916666666666666,1.0,1.0,0.10833333333333334
,0.0,,0.8,1.0,0.8,1.0000 -> 0.8000 -> 0.8000 -> 0.8000,0.0,1.0,0.8,0.0,1.0,0.8,1767393435.5720658,update_burst_linear_baseline_k8_rate0.40,5,runs\update_burst_linear_baseline_k8_rate0.40_s5q24,update_burst_linear_baseline_k8_rate0.40_s5q24,0.0,1.0,0.8,0.7583333333333333,,1.0,0.8,1.0,1.0,0.2
,0.0,,0.875,1.0,0.875,1.0000 -> 0.8750 -> 0.8750 -> 0.8750,0.0,1.0,0.875,0.0,1.0,0.875,1767391950.4143238,update_burst_linear_baseline_tieoff_k8_rate0.40,3,runs\update_burst_linear_baseline_tieoff_k8_rate0.40_s3q16,update_burst_linear_baseline_tieoff_k8_rate0.40_s3q16,0.0,1.0,0.875,0.8958333333333334,,1.0,0.875,1.0,1.0,0.125
,0.0,,0.875,1.0,0.875,1.0000 -> 0.8750 -> 0.8750 -> 0.8750,0.0,1.0,0.875,0.0,1.0,0.875,1767383968.4409688,update_burst_linear_k2,5,runs\update_burst_linear_k2_s5q24,update_burst_linear_k2_s5q24,0.0,1.0,0.875,0.825,,1.0,0.875,1.0,1.0,0.125
,0.0,,0.9583333333333334,1.0,0.9583333333333334,1.0000 -> 0.9583 -> 0.9583 -> 0.9583,0.0,1.0,0.9583333333333334,0.0,1.0,0.9583333333333334,1767383971.0346313,update_burst_linear_k4,5,runs\update_burst_linear_k4_s5q24,update_burst_linear_k4_s5q24,0.0,1.0,0.9583333333333334,0.9833333333333333,,1.0,0.9583333333333334,1.0,1.0,0.041666666666666664
,0.0,,0.9791666666666666,1.0,0.9791666666666666,1.0000 -> 0.9792 -> 0.9792 -> 0.9792,0.0,1.0,0.9791666666666666,0.0,1.0,0.9791666666666666,1767384356.7285995,update_burst_linear_k4_steps120,3,runs\update_burst_linear_k4_steps120_s3q16,update_burst_linear_k4_steps120_s3q16,0.0,1.0,0.9791666666666666,0.75,,1.0,0.9791666666666666,1.0,1.0,0.020833333333333332
,0.0,,0.8958333333333334,1.0,0.8958333333333334,1.0000 -> 0.8958 -> 0.8958 -> 0.8958,0.0,1.0,0.8958333333333334,0.0,1.0,0.8958333333333334,1767384358.9891987,update_burst_linear_k4_steps240,3,runs\update_burst_linear_k4_steps240_s3q16,update_burst_linear_k4_steps240_s3q16,0.0,1.0,0.8958333333333334,0.6666666666666666,,1.0,0.8958333333333334,1.0,1.0,0.10416666666666667
,0.0,,0.875,1.0,0.875,1.0000 -> 0.8750 -> 0.8750 -> 0.8750,0.0,1.0,0.875,0.0,1.0,0.875,1767418825.735996,update_burst_linear_k8_rate0.25,5,runs\update_burst_linear_k8_rate0.25_s5q24,update_burst_linear_k8_rate0.25_s5q24,0.0,1.0,0.875,0.9666666666666667,,1.0,0.875,1.0,1.0,0.125
,0.0,,0.0625,0.0625,1.0,1.0000 -> 1.0000 -> 0.0625 -> 0.0625,0.0,0.0625,0.0625,0.0,1.0,1.0,1767424804.7776508,update_burst_linear_k8_rate0.30,3,runs\update_burst_linear_k8_rate0.30_s3q16,update_burst_linear_k8_rate0.30_s3q16,0.0,,1.0,0.0,,1.0,0.0625,0.0625,,0.0
,0.0,,0.9416666666666667,1.0,0.9416666666666667,1.0000 -> 0.9417 -> 0.9417 -> 0.9417,0.0,1.0,0.9416666666666667,0.0,1.0,0.9416666666666667,1767418892.9176266,update_burst_linear_k8_rate0.32,5,runs\update_burst_linear_k8_rate0.32_s5q24,update_burst_linear_k8_rate0.32_s5q24,0.0,1.0,0.9416666666666667,0.9166666666666666,,1.0,0.9416666666666667,1.0,1.0,0.058333333333333334
,0.0,,0.925,1.0,0.925,1.0000 -> 0.9250 -> 0.9250 -> 0.9250,0.0,1.0,0.925,0.0,1.0,0.925,1767418962.6690812,update_burst_linear_k8_rate0.33,5,runs\update_burst_linear_k8_rate0.33_s5q24,update_burst_linear_k8_rate0.33_s5q24,0.0,1.0,0.925,0.7666666666666667,,1.0,0.925,1.0,1.0,0.075
,0.0,,0.85,1.0,0.85,1.0000 -> 0.8500 -> 0.8500 -> 0.8500,0.0,1.0,0.85,0.0,1.0,0.85,1767418895.3174894,update_burst_linear_k8_rate0.34,5,runs\update_burst_linear_k8_rate0.34_s5q24,update_burst_linear_k8_rate0.34_s5q24,0.0,1.0,0.85,0.8333333333333334,,1.0,0.85,1.0,1.0,0.15
,0.0,,0.8416666666666667,1.0,0.8416666666666666,1.0000 -> 0.8417 -> 0.8417 -> 0.8417,0.0,1.0,0.8416666666666666,0.0,1.0,0.8416666666666667,1767418830.4930835,update_burst_linear_k8_rate0.35,5,runs\update_burst_linear_k8_rate0.35_s5q24,update_burst_linear_k8_rate0.35_s5q24,0.0,1.0,0.8416666666666667,0.8583333333333333,,1.0,0.8416666666666666,1.0,1.0,0.15833333333333333
,0.0,,0.925,1.0,0.925,1.0000 -> 0.9250 -> 0.9250 -> 0.9250,0.0,1.0,0.925,0.0,1.0,0.925,1767418828.1695693,update_burst_linear_k8_rate0.3,5,runs\update_burst_linear_k8_rate0.3_s5q24,update_burst_linear_k8_rate0.3_s5q24,0.0,1.0,0.925,0.9083333333333333,,1.0,0.925,1.0,1.0,0.075
,0.0,,0.0625,0.0625,1.0,1.0000 -> 1.0000 -> 0.0625 -> 0.0625,0.0,0.0625,0.0625,0.0,1.0,1.0,1767424805.6926212,update_burst_linear_k8_rate0.40,3,runs\update_burst_linear_k8_rate0.40_s3q16,update_burst_linear_k8_rate0.40_s3q16,0.0,,1.0,0.0,,1.0,0.0625,0.0625,,0.0
,0.0,,0.8166666666666667,1.0,0.8166666666666667,1.0000 -> 0.8167 -> 0.8167 -> 0.8167,0.0,1.0,0.8166666666666667,0.0,1.0,0.8166666666666667,1767418832.97548,update_burst_linear_k8_rate0.4,5,runs\update_burst_linear_k8_rate0.4_s5q24,update_burst_linear_k8_rate0.4_s5q24,0.0,1.0,0.8166666666666667,0.725,,1.0,0.8166666666666667,1.0,1.0,0.18333333333333332
,0.0,,0.0625,0.0625,1.0,1.0000 -> 1.0000 -> 0.0625 -> 0.0625,0.0,0.0625,0.0625,0.0,1.0,1.0,1767424806.6739514,update_burst_linear_k8_rate0.50,3,runs\update_burst_linear_k8_rate0.50_s3q16,update_burst_linear_k8_rate0.50_s3q16,0.0,,1.0,0.0,,1.0,0.0625,0.0625,,0.0
,0.0,,0.9416666666666667,1.0,0.9416666666666667,1.0000 -> 0.9417 -> 0.9417 -> 0.9417,0.0,1.0,0.9416666666666667,0.0,1.0,0.9416666666666667,1767383973.5146267,update_burst_linear_k8,5,runs\update_burst_linear_k8_s5q24,update_burst_linear_k8_s5q24,0.0,1.0,0.9416666666666667,0.65,,1.0,0.9416666666666667,1.0,1.0,0.058333333333333334
,0.0,,0.7333333333333333,1.0,0.7333333333333333,1.0000 -> 0.7333 -> 0.7333 -> 0.7333,0.0,1.0,0.7333333333333333,0.0,1.0,0.7333333333333333,1767393438.2574441,update_burst_linear_recency_k8_rate0.40,5,runs\update_burst_linear_recency_k8_rate0.40_s5q24,update_burst_linear_recency_k8_rate0.40_s5q24,0.0,1.0,0.7333333333333333,1.0,,1.0,0.7333333333333333,1.0,1.0,0.26666666666666666
,0.0,,0.8333333333333334,1.0,0.8333333333333334,1.0000 -> 0.8333 -> 0.8333 -> 0.8333,0.0,1.0,0.8333333333333334,0.0,1.0,0.8333333333333334,1767404152.0804868,update_burst_linear_recency_v2_k8_rate0.35,5,runs\update_burst_linear_recency_v2_k8_rate0.35_s5q24,update_burst_linear_recency_v2_k8_rate0.35_s5q24,0.0,1.0,0.8333333333333334,1.0,,1.0,0.8333333333333334,1.0,1.0,0.16666666666666666
,0.0,,0.6666666666666666,1.0,0.6666666666666667,1.0000 -> 0.6667 -> 0.6667 -> 0.6667,0.0,1.0,0.6666666666666667,0.0,1.0,0.6666666666666666,1767404154.6454887,update_burst_linear_recency_v2_k8_rate0.40,5,runs\update_burst_linear_recency_v2_k8_rate0.40_s5q24,update_burst_linear_recency_v2_k8_rate0.40_s5q24,0.0,1.0,0.6666666666666666,1.0,,1.0,0.6666666666666667,1.0,1.0,0.3333333333333333
1.0,0.803921568627451,1.0,0.9,1.0,0.14583333333333334,0.2083 -> 0.7000 -> 0.9000 -> 0.1875,0.3125,1.0,0.14583333333333334,0.803921568627451,0.20833333333333334,0.7,1767421693.6300955,update_burst_linear_tieeps002_k4_rate0.45,3,runs\update_burst_linear_tieeps002_k4_rate0.45_s3q16,update_burst_linear_tieeps002_k4_rate0.45_s3q16,0.0,,0.7,0.8571428571428571,,1.0,0.1875,1.0,1.0,0.0
1.0,0.8,1.0,0.7272727272727273,1.0,0.08333333333333333,0.2292 -> 0.3636 -> 0.7273 -> 0.1667,0.5,1.0,0.08333333333333333,0.8,0.22916666666666666,0.36363636363636365,1767421695.4955447,update_burst_linear_tieeps002_k4_rate0.5,3,runs\update_burst_linear_tieeps002_k4_rate0.5_s3q16,update_burst_linear_tieeps002_k4_rate0.5_s3q16,0.0,,0.36363636363636365,1.0,,1.0,0.16666666666666666,1.0,1.0,0.0
,0.0,,0.9333333333333333,1.0,0.9333333333333333,1.0000 -> 0.9333 -> 0.9333 -> 0.9333,0.0,1.0,0.9333333333333333,0.0,1.0,0.9333333333333333,1767419656.2900462,update_burst_linear_tieeps002_k8_rate0.33,5,runs\update_burst_linear_tieeps002_k8_rate0.33_s5q24,update_burst_linear_tieeps002_k8_rate0.33_s5q24,0.0,1.0,0.9333333333333333,0.9166666666666666,,1.0,0.9333333333333333,1.0,1.0,0.06666666666666667
1.0,0.803921568627451,1.0,0.7,1.0,0.14583333333333334,0.2083 -> 0.7000 -> 0.7000 -> 0.1458,0.375,1.0,0.14583333333333334,0.803921568627451,0.20833333333333334,0.7,1767421248.3154426,update_burst_linear_tieeps002_k8_rate0.34_s3q16_llama31,3,runs\update_burst_linear_tieeps002_k8_rate0.34_s3q16_llama31,update_burst_linear_tieeps002_k8_rate0.34_s3q16_llama31,0.0,,0.7,0.7142857142857143,,1.0,0.14583333333333334,1.0,1.0,0.0
1.0,0.8,1.0,0.9,1.0,0.16666666666666666,0.2083 -> 0.8000 -> 0.9000 -> 0.1875,0.3125,1.0,0.16666666666666666,0.8,0.20833333333333334,0.8,1767421253.5120962,update_burst_linear_tieeps002_k8_rate0.34_s3q16_mistral7,3,runs\update_burst_linear_tieeps002_k8_rate0.34_s3q16_mistral7,update_burst_linear_tieeps002_k8_rate0.34_s3q16_mistral7,0.0,,0.8,0.875,,1.0,0.1875,1.0,1.0,0.0
1.0,0.7959183673469388,1.0,0.9,1.0,0.1875,0.2083 -> 0.9000 -> 0.9000 -> 0.1875,0.1875,1.0,0.1875,0.7959183673469388,0.20833333333333334,0.9,1767421078.0573547,update_burst_linear_tieeps002_k8_rate0.34_s3q16_mistral7b,3,runs\update_burst_linear_tieeps002_k8_rate0.34_s3q16_mistral7b,update_burst_linear_tieeps002_k8_rate0.34_s3q16_mistral7b,0.0,,0.9,1.0,,1.0,0.1875,1.0,1.0,0.0
1.0,0.8076923076923077,1.0,0.7,1.0,0.125,0.2083 -> 0.6000 -> 0.7000 -> 0.1458,0.5625,1.0,0.125,0.8076923076923077,0.20833333333333334,0.6,1767421242.6776085,update_burst_linear_tieeps002_k8_rate0.34_s3q16_qwen25,3,runs\update_burst_linear_tieeps002_k8_rate0.34_s3q16_qwen25,update_burst_linear_tieeps002_k8_rate0.34_s3q16_qwen25,0.0,,0.6,1.0,,1.0,0.14583333333333334,1.0,1.0,0.0
,0.0,,0.9166666666666666,1.0,0.9166666666666666,1.0000 -> 0.9167 -> 0.9167 -> 0.9167,0.0,1.0,0.9166666666666666,0.0,1.0,0.9166666666666666,1767419658.586014,update_burst_linear_tieeps002_k8_rate0.34,5,runs\update_burst_linear_tieeps002_k8_rate0.34_s5q24,update_burst_linear_tieeps002_k8_rate0.34_s5q24,0.0,1.0,0.9166666666666666,0.8916666666666667,,1.0,0.9166666666666666,1.0,1.0,0.08333333333333333
1.0,0.5689655172413793,1.0,0.6,1.0,0.2708333333333333,0.5208 -> 0.5200 -> 0.6000 -> 0.3125,0.4375,1.0,0.2708333333333333,0.5689655172413793,0.5208333333333334,0.52,1767421596.3201993,update_burst_linear_tieeps002_k8_rate0.45,3,runs\update_burst_linear_tieeps002_k8_rate0.45_s3q16,update_burst_linear_tieeps002_k8_rate0.45_s3q16,0.0,1.0,0.52,0.8,,1.0,0.3125,1.0,1.0,0.13333333333333333
1.0,0.7719298245614035,1.0,0.6923076923076923,1.0,0.08333333333333333,0.2708 -> 0.3077 -> 0.6923 -> 0.1875,0.5625,1.0,0.08333333333333333,0.7719298245614035,0.2708333333333333,0.3076923076923077,1767421600.459351,update_burst_linear_tieeps002_k8_rate0.5,3,runs\update_burst_linear_tieeps002_k8_rate0.5_s3q16,update_burst_linear_tieeps002_k8_rate0.5_s3q16,0.0,,0.3076923076923077,0.75,,1.0,0.1875,1.0,1.0,0.0
,0.0,,0.8333333333333334,1.0,0.8333333333333334,1.0000 -> 0.8333 -> 0.8333 -> 0.8333,0.0,1.0,0.8333333333333334,0.0,1.0,0.8333333333333334,1767393423.0306022,update_burst_linear_tielatest_step_k2_rate0.40,5,runs\update_burst_linear_tielatest_step_k2_rate0.40_s5q24,update_burst_linear_tielatest_step_k2_rate0.40_s5q24,0.0,1.0,0.8333333333333334,0.7333333333333333,,1.0,0.8333333333333334,1.0,1.0,0.16666666666666666
,0.0,,0.8416666666666667,1.0,0.8416666666666666,1.0000 -> 0.8417 -> 0.8417 -> 0.8417,0.0,1.0,0.8416666666666666,0.0,1.0,0.8416666666666667,1767393426.0063193,update_burst_linear_tielatest_step_k4_rate0.40,5,runs\update_burst_linear_tielatest_step_k4_rate0.40_s5q24,update_burst_linear_tielatest_step_k4_rate0.40_s5q24,0.0,1.0,0.8416666666666667,0.8583333333333333,,1.0,0.8416666666666666,1.0,1.0,0.15833333333333333
,0.0,,0.9,1.0,0.9,1.0000 -> 0.9000 -> 0.9000 -> 0.9000,0.0,1.0,0.9,0.0,1.0,0.9,1767393428.6283665,update_burst_linear_tielatest_step_k8_rate0.40,5,runs\update_burst_linear_tielatest_step_k8_rate0.40_s5q24,update_burst_linear_tielatest_step_k8_rate0.40_s5q24,0.0,1.0,0.9,0.6416666666666667,,1.0,0.9,1.0,1.0,0.1
,0.0,,0.8166666666666667,1.0,0.8166666666666667,1.0000 -> 0.8167 -> 0.8167 -> 0.8167,0.0,1.0,0.8166666666666667,0.0,1.0,0.8166666666666667,1767393414.7656782,update_burst_linear_tienone_k2_rate0.40,5,runs\update_burst_linear_tienone_k2_rate0.40_s5q24,update_burst_linear_tienone_k2_rate0.40_s5q24,0.0,1.0,0.8166666666666667,0.8916666666666667,,1.0,0.8166666666666667,1.0,1.0,0.18333333333333332
,0.0,,0.8416666666666667,1.0,0.8416666666666666,1.0000 -> 0.8417 -> 0.8417 -> 0.8417,0.0,1.0,0.8416666666666666,0.0,1.0,0.8416666666666667,1767393417.6063833,update_burst_linear_tienone_k4_rate0.40,5,runs\update_burst_linear_tienone_k4_rate0.40_s5q24,update_burst_linear_tienone_k4_rate0.40_s5q24,0.0,1.0,0.8416666666666667,0.8333333333333334,,1.0,0.8416666666666666,1.0,1.0,0.15833333333333333
,0.0,,0.8,1.0,0.8,1.0000 -> 0.8000 -> 0.8000 -> 0.8000,0.0,1.0,0.8,0.0,1.0,0.8,1767393420.3825011,update_burst_linear_tienone_k8_rate0.40,5,runs\update_burst_linear_tienone_k8_rate0.40_s5q24,update_burst_linear_tienone_k8_rate0.40_s5q24,0.0,1.0,0.8,0.7416666666666667,,1.0,0.8,1.0,1.0,0.2
,0.0,,0.8958333333333334,1.0,0.8958333333333334,1.0000 -> 0.8958 -> 0.8958 -> 0.8958,0.0,1.0,0.8958333333333334,0.0,1.0,0.8958333333333334,1767391952.9331255,update_burst_linear_tieon_k8_rate0.40,3,runs\update_burst_linear_tieon_k8_rate0.40_s3q16,update_burst_linear_tieon_k8_rate0.40_s3q16,0.0,1.0,0.8958333333333334,0.875,,1.0,0.8958333333333334,1.0,1.0,0.10416666666666667
